id,domain,title,status,evidence,notes,source
G-1030,git-history,"a54e9779 feat: phase-2b audit remediation — REPL, splash screen, accessibility CI, infra CI",historical,AgilePlus-recovered-20260822,,git-history
G-1031,git-history,"a54e9779a feat: phase-2b audit remediation — REPL, splash screen, accessibility CI, infra CI",historical,pheno,,git-history
G-1032,git-history,a5518d5 fix(ci): audit npm shrinkwrap dependency changes,historical,CivicSurvival-public,,git-history
G-1033,git-history,a571ca7 style: prettier 3.6.2 format audit_scorecard.json for Trunk Check compliance,historical,Tokn,,git-history
G-1034,git-history,a590be6ce AUDIT-N+39: integrate dormant resilience cluster at LOCAL preservation tip (SOTA pass-66..83) (#1160),historical,thegent,,git-history
G-1035,git-history,a5fa6b0 chore(scorecard): create audit_scorecard.json to reflect post-P3 state (69.5/D) (#86),historical,nanovms,,git-history
G-1036,git-history,a623144f fix(p3): remediate next audit findings (#6),historical,AgilePlus,,git-history
G-1037,git-history,a623144fc fix(p3): remediate next audit findings (#6),historical,pheno,,git-history
G-1038,git-history,a66a3f0 docs: add Block-C audit and consolidation plan (#66),historical,Tokn,,git-history
G-1039,git-history,a6ddf70 ci: add .github/workflows/scorecard.yml,historical,phenotype-traceability-spine,,git-history
G-1040,git-history,a6ddf70a2 ci: add .github/workflows/scorecard.yml,historical,phenotype-archive-2026-08-10-working,,git-history
G-1041,git-history,a6de69e docs(spec): reframe PlayCua as NVMSCUA framework + 3 new ADRs,historical,PlayCua,,git-history
G-1042,git-history,a6f9c0c chore(gitignore): adopt shared node template from phenotype-tooling (#58),historical,nanovms,,git-history
G-1043,git-history,"a7016872 docs(reaudit): Wave-44-D closure (#368, #372, #373) refresh at commit 13c974f7 (#374)",historical,SessionLedger,,git-history
G-1044,git-history,a7049ad feat(desktop): retrieval pipeline metrics + storage.rs batch upsert + release audit docs,historical,ResearchLedger,,git-history
G-1045,git-history,a71584323 chore(absorption): align ABSORPTION_TEMPLATE.md to grader rubric + regenerate sbom,historical,phenotype-tooling-mergify,,git-history
G-1046,git-history,"a7482636 chore: update agileplus-git, agileplus-graph, agileplus-triage from working tree",historical,PhenoObservability,,git-history
G-1047,git-history,"a7482636a chore: update agileplus-git, agileplus-graph, agileplus-triage from working tree",historical,thegent,,git-history
G-1048,git-history,a78fc93a3 chore(scorecard): add paths-ignore for ARCHIVE/** to skip vendored binary cache (#375),historical,Grapheon,,git-history
G-1049,git-history,a7a634888 docs(worklog): freeze AUDIT-N+2 hand-off with commit hash (e270b4f1d),historical,thegent,,git-history
G-1050,git-history,a8056d2 audit: regenerate scorecard after Wave 6+7,historical,Tokn,,git-history
G-1051,git-history,a8159a2 ci: update .github/workflows/scorecard.yml,historical,ResearchLedger,,git-history
G-1052,git-history,a83a7677 fix(dashboard): add agileplus-dashboard crate to workspace members (#898),historical,AgilePlus-recovered-20260822,,git-history
G-1053,git-history,a83a7677e fix(dashboard): add agileplus-dashboard crate to workspace members (#898),historical,pheno,,git-history
G-1054,git-history,a84fa7f82 feat(sandbox): Phase D session persistence + audit compliance (#89),historical,phenotype-archive-2026-08-10-working,,git-history
G-1055,git-history,a856bb4 chore: pin rustsec/audit-check to SHA,historical,phenoAI,,git-history
G-1056,git-history,a867ceb chore(audit): scaffold audits/ + ResearchLedger provenance model (CROSSREPO-001 cluster 5) (#36),historical,ResearchLedger,,git-history
G-1057,git-history,a87af9090 ci: add .github/workflows/scorecard.yml,historical,pheno,,git-history
G-1058,git-history,a890364 docs(audit): correct WIP recovery disposition,historical,ResearchLedger,,git-history
G-1059,git-history,a8e43e5 ci: add .github/workflows/scorecard.yml,historical,phenodag,,git-history
G-1060,git-history,a90bb4f5a AUDIT-N+53: dormant-core circuit breakers hardening spec (SOTA pass-37),historical,thegent,,git-history
G-1061,git-history,a953ee69 Merge remote-tracking branch 'origin/fix/benchmark-infra-criterion-20260826' into fix/core-mcp-runtime-20260829,historical,AgilePlus-recovered-20260822,,git-history
G-1062,git-history,"a958f78e fix(lanes): green security-scan, a11y, SAST, scorecard, and trunk-check lanes (#717)",historical,sharecli,,git-history
G-1063,git-history,"aacbff871 feat(governance,ux): override path-traversal guard, cache_stats, decision-tail exit-code, replay audit confirmation",historical,thegent,,git-history
G-1064,git-history,"aad2af28 audit: Wave-29 reaudit after #245-#250 (365/402, 91% A) (#251)",historical,SessionLedger,,git-history
G-1065,git-history,aae62113 chore: add OpenSSF Scorecard metadata config (#130),historical,PhenoObservability,,git-history
G-1066,git-history,ab24e0f docs(g2): chokepoint audit verified-clean (#14),historical,phenotype-go-sdk,,git-history
G-1067,git-history,ab298856 audit: Wave-39 re-score (post #316-#320) (#322),historical,SessionLedger,,git-history
G-1068,git-history,ab2d0cba fix: install protoc in release gate-check (agileplus-proto build) (#823),historical,PhenoObservability,,git-history
G-1069,git-history,ab2d0cbad fix: install protoc in release gate-check (agileplus-proto build) (#823),historical,thegent,,git-history
G-1070,git-history,ab3478b docs(agileplus): add 10 AgilePlus specs for CivicSurvival mod,historical,CivicSurvival-public,,git-history
G-1071,git-history,abb2eae79 ux(cockpit): JSONL decision audit appender + operator CLI surface,historical,thegent,,git-history
G-1072,git-history,"abcd60db2 chore(governance): add cross-repo integration tests, agileplus migration note, OpenSSF badge",historical,portage,,git-history
G-1073,git-history,abd0dfbe Merge branch 'temp-recon2' into chore/agileplus-reconciliation-2026-06-12,historical,PhenoObservability,,git-history
G-1074,git-history,abd0dfbe9 Merge branch 'temp-recon2' into chore/agileplus-reconciliation-2026-06-12,historical,thegent,,git-history
G-1075,git-history,"ac07f9e8c fix(benchora): cross-repo audit — DRY, streaming hash, error display (#76)",historical,phenotype-archive-2026-08-10-working,,git-history
G-1076,git-history,ac8f84a docs: add current OmniRoute and AgilePlus gate rows,historical,.consolidation-work,,git-history
G-1077,git-history,ac9366f chore(scorecard): create audit_scorecard.json to reflect post-P3 state (69.5/D) (#91),historical,nanovms,,git-history
G-1078,git-history,acdae80 docs: tier-0 framework forks in catalog (py/go/rust),historical,PhenoMCPServers,,git-history
G-1079,git-history,acf8029 fix(audit): replace unreachable phenoShared CodeQL workflow with native implementation (#86),historical,Tokn,,git-history
G-1080,git-history,ad01a98d fix(audit): apply W4 SOTA findings across 12 crates,historical,PhenoObservability,,git-history
G-1081,git-history,ad01a98d8 fix(audit): apply W4 SOTA findings across 12 crates,historical,thegent,,git-history
G-1082,git-history,ad41d7f feat(audit): establish runnable public evidence lane (#5),historical,CivicSurvival-public,,git-history
G-1083,git-history,ad4386c docs: add verified A-plus scorecard,historical,ResearchLedger,,git-history
G-1084,git-history,ad84a4b docs: record AgilePlus ToSql remediation,historical,.consolidation-work,,git-history
G-1085,git-history,adec1e8 docs(audit): close preserved WIP comparisons,historical,ResearchLedger,,git-history
G-1086,git-history,ae7eca61 chore(quality): add 3 missing quality pillar files,historical,sharecli,,git-history
G-1087,git-history,aeaef909e ci: add .github/workflows/scorecard.yml,historical,phenotype-tooling-mergify,,git-history
G-1088,git-history,aeaf4b11 ci(scorecard): grant SARIF upload permissions (#102),historical,phenotype-registry,,git-history
G-1089,git-history,aed60c1 ci: add .github/workflows/scorecard.yml,historical,phenotype-python-sdk,,git-history
G-1090,git-history,aee700b6 test(trace-validator): add edge cases + codecov + issue templates,historical,PhenoObservability,,git-history
G-1091,git-history,aef24f58 audit: restore Tokn canonical standalone boundary (#416),historical,phenotype-registry,,git-history
G-1092,git-history,aefafe21 feat(beads): v0.12 task 27 — ~/.agileplus/config.json schema + loader,historical,tgt,,git-history
G-1093,git-history,af23a35 audit: regenerate scorecard after Wave 3 L27 (69->72 B),historical,Tokn,,git-history
G-1094,git-history,afb29da3 style(scorecard): satisfy YAML comment spacing (#106),historical,phenotype-registry,,git-history
G-1095,git-history,afb6e2ade ci(scorecard): pin resolvable CodeQL action (#104),historical,phenotype-omlx,,git-history
G-1096,git-history,afd65bdca WORKLOG: AUDIT-N+71-76 governance batch closure hand-off (SOTA pass-55..60),historical,thegent,,git-history
G-1097,git-history,afead8d2c feat(sota): SOTA audit pass 6 — Redis stub alignment + federated cache invalidation + budget recovery + record_decision thread-safety + tool_invoke_ms microbench,historical,thegent,,git-history
G-1098,git-history,b06b4ba chore: add .editorconfig canonical template (#12),historical,PhenoVCS,,git-history
G-1099,git-history,b0708dc feat: bootstrap genesis governance docs from HexaKit template (#13),historical,phenotype-go-sdk,,git-history
G-1100,git-history,b07d2cb ci: update .github/workflows/scorecard.yml,historical,Tokn,,git-history
G-1101,git-history,b096e83c build: AgilePlus Electrobun app build + status (#818),historical,PhenoObservability,,git-history
G-1102,git-history,b096e83c2 build: AgilePlus Electrobun app build + status (#818),historical,thegent,,git-history
G-1103,git-history,b0f37f5 feat(scorecard): nanovms scorecard lift batch nine (L17/L21) (#106),historical,nanovms,,git-history
G-1104,git-history,b11796c chore: integration deps + intent doc update (L7-001 + deps audit),historical,PlayCua,,git-history
G-1105,git-history,b131856a chore: local commits from agileplus-recovery-wtrees/core-mcp-qe-perf-harness-20260901,historical,AgilePlus-recovered-20260822,,git-history
G-1106,git-history,b16421d feat(audit): salvage phase1-temp tracing deps + ChatRole derives,historical,substrate,,git-history
G-1107,git-history,b16dc5ed chore(deps): bump ossf/scorecard-action from 2.4.0 to 2.4.4 (#411),historical,SessionLedger,,git-history
G-1108,git-history,b1a8d9624 chore(hygiene): bootstrap .github/CODEOWNERS (audit #120) (#343),historical,Grapheon,,git-history
G-1109,git-history,b1bd262 docs(civic): close AgilePlus evidence gap; WP01 evidence 40/40 PASS,historical,CivicSurvival-public,,git-history
G-1110,git-history,b21103b docs(audit): update scorecard with 2026-09-02 evidence,historical,substrate,,git-history
G-1111,git-history,b2255c2 chore(scorecard): clear 5 partial pillars with quick wins,historical,substrate,,git-history
G-1112,git-history,b26c27d feat(scorecard): nanovms scorecard lift batch six (L7 Extensibility) (#98),historical,nanovms,,git-history
G-1113,git-history,"b288ac61 feat: phase-2 audit remediation — fuzzing targets, memory profiling, demo mode",historical,AgilePlus-recovered-20260822,,git-history
G-1114,git-history,"b288ac61b feat: phase-2 audit remediation — fuzzing targets, memory profiling, demo mode",historical,pheno,,git-history
G-1115,git-history,b2997fa9 docs(governance): sync SCORECARD post-#782 Pin 76e8f21 (Wave17 final lock) (#783),historical,sharecli,,git-history
G-1116,git-history,b2bdf21 ci: add renovate.json (org template),historical,no-mistakes,,git-history
G-1117,git-history,b2d73eb chore(deps): update criterion requirement from 0.5 to 0.8 (#114),historical,PhenoPlugins,,git-history
G-1118,git-history,b384ede0b chore(cliff): adopt shared template + wire adoption check,historical,phenotype-archive-2026-08-10-working,,git-history
G-1119,git-history,b3a992e Add cargo audit workflow,historical,hwLedger,,git-history
G-1120,git-history,b3ddbaa docs: record workflow semantic audit,historical,.consolidation-work,,git-history
G-1121,git-history,b3f00fd fix(ci): retain scorecard target gate,historical,CivicSurvival-public,,git-history
G-1122,git-history,b3fbad56 fix(application): un-park U10 — agileplus-application compiles (0 errors),historical,AgilePlus,,git-history
G-1123,git-history,b3fbad565 fix(application): un-park U10 — agileplus-application compiles (0 errors),historical,pheno,,git-history
G-1124,git-history,b41657fd1 feat(governance): AUDIT-N+10 canonical governance_impl + missing get_data_protection_status_impl,historical,thegent,,git-history
G-1125,git-history,b42dae2f Merge branch 'feature/agileplus-meta-sweep-2026-06-11',historical,PhenoObservability,,git-history
G-1126,git-history,b42dae2f6 Merge branch 'feature/agileplus-meta-sweep-2026-06-11',historical,thegent,,git-history
G-1127,git-history,"b430887 feat(audit): Phase 1 code changes (tracing, fuzz, CI, OTel, cloud-kilo fix)",historical,substrate,,git-history
G-1128,git-history,b4406ea4 feat: integrate Electrobun native window for AgilePlus dashboard (#860),historical,PhenoObservability,,git-history
G-1129,git-history,b4406ea49 feat: integrate Electrobun native window for AgilePlus dashboard (#860),historical,pheno,,git-history
G-1130,git-history,b462e16 fix(scorecard): align Markdown baseline evidence,historical,CivicSurvival-public,,git-history
G-1131,git-history,b4a2c04 docs(researchledger): standardize bun workflows and scorecard evidence,historical,ResearchLedger,,git-history
G-1132,git-history,b4a418b ci(scorecard): replace third-party runners with GitHub-hosted runners,historical,pheno-harness,,git-history
G-1133,git-history,b4c50a6 fix(p3): remediate top audit scorecard findings (#4),historical,phenotype-traceability-spine,,git-history
G-1134,git-history,b4c50a6ba fix(p3): remediate top audit scorecard findings (#4),historical,phenotype-archive-2026-08-10-working,,git-history
G-1135,git-history,b4cc257a0 Replace hardcoded paths with $AGILEPLUS_CLI placeholder (#328),historical,Grapheon,,git-history
G-1136,git-history,b4ce39089 style(scorecard): satisfy YAML comment spacing (#106),historical,phenotype-omlx,,git-history
G-1137,git-history,b4d47ac2d chore(cliff): adopt shared template + wire adoption check,historical,phenotype-archive-2026-08-10-working,,git-history
G-1138,git-history,b541dd0d45 ci: add .github/workflows/scorecard.yml,historical,Tracera,,git-history
G-1139,git-history,b55bb0ed audit: regenerate scorecard after Wave 2 L14 (76->78 B+),historical,SessionLedger,,git-history
G-1140,git-history,b562c3331 chore(scorecard): fully pin Dockerfile.dev RUN packages to versions/SHAs,historical,forgecode,,git-history
G-1141,git-history,"b575978 chore(hygiene): bootstrap SECURITY, CHANGELOG, CONTRIBUTING, CODEOWNERS (audit #120) (#19)",historical,hwLedger,,git-history
G-1142,git-history,b583e0af chore(AgilePlus): fleet hygiene,historical,PhenoObservability,,git-history
G-1143,git-history,b58db7d3 refactor(pheno-ffi-python): extract AuditRecord type alias,historical,HeliosLab,,git-history
G-1144,git-history,b5939b7ba chore(docs): unblock docs:build by excluding corrupted absorbed-from-* trees and escaping template-interpreting placeholders (#228),historical,phenotype-tooling-mergify,,git-history
G-1145,git-history,b5aaca30 airlock: fill AgilePlus-recovery gaps (agileplus.db + gitleaks.toml) (#948),historical,AgilePlus-recovered-20260822,,git-history
G-1146,git-history,b5aaca302 airlock: fill AgilePlus-recovery gaps (agileplus.db + gitleaks.toml) (#948),historical,pheno,,git-history
G-1147,git-history,b5f2a409b WORKLOG: AUDIT-N+40/N+41 spec-only hand-off + parallel-lane expansion (SOTA pass-24/25),historical,thegent,,git-history
G-1148,git-history,b5ff1631 audit: map canonical error overlap boundaries,historical,phenotype-registry,,git-history
G-1149,git-history,b602665 chore(deps): bump ossf/scorecard-action from 2.0.0 to 2.4.3 (#88),historical,PlayCua,,git-history
G-1150,git-history,"b6706f2dd fix(doctor,test): CRLF-normalize embedded templates, gate Windows-path test, dedupe mock",historical,forgecode,,git-history
G-1151,git-history,b6ac36e style: prettier format phenotype and agileplus files,historical,Tokn,,git-history
G-1152,git-history,b6d7aefc5 chore(workflows): standardize to ci/audit/deny/scorecard/release,historical,phenotype-archive-2026-08-10-working,,git-history
G-1153,git-history,b7016a37 chore(cli): add async-trait support to agileplus-cli (L2-011),historical,PhenoObservability,,git-history
G-1154,git-history,b708e960 chore(AgilePlus): add cargo publish metadata (v2 follow-up) (#717),historical,PhenoObservability,,git-history
G-1155,git-history,b755f02 feat(agileplus): create hwledger-v1-macos-mvp spec,historical,hwLedger,,git-history
G-1156,git-history,b78f158f1 AUDIT-N+6: run_impl/bg_impl wrapper-delegation rewrite + parity test,historical,thegent,,git-history
G-1157,git-history,b7b3467c fix(p3): remediate top audit findings (#12),historical,PhenoObservability,,git-history
G-1158,git-history,b7b7161 fix(audit): keep workflow scoped to public lane,historical,CivicSurvival-public,,git-history
G-1159,git-history,b7e1770 fix(ci): support shrinkwrap in public audit cache (#40),historical,CivicSurvival-public,,git-history
G-1160,git-history,b81e074b fix(ci): add step-level permissions to scorecard and SARIF upload steps,historical,HeliosLab,,git-history
G-1161,git-history,b82489895 feat(rust): wire dashboard web frontend to agileplus-api,historical,Planify2,,git-history
G-1162,git-history,b8664260 merge: planify shim fixture API and agileplus-api compile repair,historical,AgilePlus-recovered-20260822,,git-history
G-1163,git-history,b86642607 merge: planify shim fixture API and agileplus-api compile repair,historical,pheno,,git-history
G-1164,git-history,b8af01f ci: add .github/workflows/scorecard.yml,historical,Tokn,,git-history
G-1165,git-history,b8c6095 chore: bootstrap missing hygiene files (SECURITY/CONTRIBUTING/CODEOWNERS/CHANGELOG per audit #206) (#9),historical,PhenoVCS,,git-history
G-1166,git-history,b8d25dfd1 ci: add .github/workflows/scorecard.yml,historical,phenotype-tooling-mergify,,git-history
G-1167,git-history,b9c7864b ci: add .github/workflows/scorecard.yml,historical,AgilePlus-recovered-20260822,,git-history
G-1168,git-history,b9c7864b7 ci: add .github/workflows/scorecard.yml,historical,pheno,,git-history
G-1169,git-history,b9f31d9f docs: add PR template (#437),historical,HeliosLab,,git-history
G-1170,git-history,ba61381 feat(civic): WP02-B 6th public-audit gate — cross-language FlatBuffers validation (#89),historical,CivicSurvival-public,,git-history
G-1171,git-history,ba63e17 ci: add .github/workflows/trunk-check.yml (org template),historical,no-mistakes,,git-history
G-1172,git-history,ba89daf ci: add .github/workflows/scorecard.yml,historical,Tokn,,git-history
G-1173,git-history,bab5536 style: format merged audit scorecard,historical,Tokn,,git-history
G-1174,git-history,bab584c chore(deps): bump ossf/scorecard-action from 2.4.2 to 2.4.3 (#18),historical,PhenoVCS,,git-history
G-1175,git-history,bae8c5e audit(v38): substrate C05 scorecard — 7/30 F,historical,substrate,,git-history
G-1176,git-history,baea0961 audit: preserve Grapheon standalone boundary (#420),historical,phenotype-registry,,git-history
G-1177,git-history,baf4b055 chore(governance): confirm shared CODEOWNERS template is in use,historical,PhenoObservability,,git-history
G-1178,git-history,bb02ffdc0f ci: add .github/workflows/scorecard.yml,historical,Tracera,,git-history
G-1179,git-history,bb2d5473 fix(runtime): restore renamed audit and error bindings,historical,HeliosLab,,git-history
G-1180,git-history,bb7e4139 chore(agileplus): untrack __pycache__/*.pyc from index + gitignore,historical,AgilePlus-recovered-20260822,,git-history
G-1181,git-history,bb7e41397 chore(agileplus): untrack __pycache__/*.pyc from index + gitignore,historical,phenotype-omlx,,git-history
G-1182,git-history,bbb99f4 Merge pull request #62 from KooshaPari/fix/scorecard-codeql-pin-retry-20260825,historical,ResearchLedger,,git-history
G-1183,git-history,bbd36a177 WORKLOG: AUDIT-N+82-99 governance lane completion (SOTA pass-66..83),historical,thegent,,git-history
G-1184,git-history,bbecc3c chore(deps): bump ossf/scorecard-action (#74),historical,PhenoPlugins,,git-history
G-1185,git-history,bc04d6b9 chore(ci): bootstrap cargo-audit + cargo-deny workflows (#8),historical,PhenoObservability,,git-history
G-1186,git-history,bc0f2a5 chore(hygiene): bootstrap SECURITY + CHANGELOG + CONTRIBUTING + CODEOWNERS (audit #120) (#3),historical,phenoAI,,git-history
G-1187,git-history,bc12f8c4 feat(beads): v0.12 task 30 — test_agileplus_adapter.py integration test,historical,tgt,,git-history
G-1188,git-history,"bc39f35 chore(wbs): add CHANGELOG, PR/issue templates, dependabot (#7)",historical,ResearchLedger,,git-history
G-1189,git-history,bc3dfe250c docs(governance): track HeliosCLI work externally in AgilePlus (#644),historical,helios-cli,,git-history
G-1190,git-history,bc69a63 ci: add renovate.json (org template),historical,pheno-runtime-config,,git-history
G-1191,git-history,bc87e5f docs: deepen estate checkout gap audit,historical,.consolidation-work,,git-history
G-1192,git-history,bcb68a79 feat(cli): ap cockpit read — TUI table of rubric scores per repo (#909),historical,AgilePlus-recovered-20260822,,git-history
G-1193,git-history,bcb68a79a feat(cli): ap cockpit read — TUI table of rubric scores per repo (#909),historical,pheno,,git-history
G-1194,git-history,bcc91df fix(p3): remediate top audit findings (#12),historical,phenotype-fleet-ops,,git-history
G-1195,git-history,bcc91df7a fix(p3): remediate top audit findings (#12),historical,phenotype-archive-2026-08-10-working,,git-history
G-1196,git-history,bd318bef feat(agileplus): consolidate all branches — full spec→test→traceability e2e,historical,PhenoObservability,,git-history
G-1197,git-history,bd318bef0 feat(agileplus): consolidate all branches — full spec→test→traceability e2e,historical,thegent,,git-history
G-1198,git-history,bd5a0114 fix(sqlite): page audit entries after cursor,historical,AgilePlus-recovered-20260822,,git-history
G-1199,git-history,bd6aa09a feat(beads): v0.12 task 32 — refresh-agileplus-token.sh,historical,tgt,,git-history
G-1200,git-history,bd6e1e9 audit(v38): substrate C03 scorecard — Agent Readiness L30.1-L30.12,historical,substrate,,git-history
G-1201,git-history,bdec28d4 chore(gitignore): adopt shared node template from phenotype-tooling (#487),historical,HeliosLab,,git-history
G-1202,git-history,be2598d ci: add .github/workflows/scorecard.yml,historical,RepoLedger,,git-history
G-1203,git-history,be440ff08 chore(cii): close CII Best Practices badge gaps for Scorecard,historical,forgecode,,git-history
G-1204,git-history,be580e41 docs(governance): SCORECARD post-#816 Pin de8c2e2 (Plan 805 C09 L81.9 lock) (#817),historical,sharecli,,git-history
G-1205,git-history,"be6d8e9aa fix(benchora): cross-repo audit — DRY, streaming hash, error display",historical,phenotype-archive-2026-08-10-working,,git-history
G-1206,git-history,be7c5ed fix(p3): remediate top audit findings (#102),historical,PhenoVCS,,git-history
G-1207,git-history,be9844397 AUDIT-N+26: wire --include-mcp-audit into cockpit pre-check (SOTA audit pass 12),historical,thegent,,git-history
G-1208,git-history,bea5476 ci(package): rename to publish.yml (matches scorecard packaging patterns),historical,pheno-harness,,git-history
G-1209,git-history,bf4538f docs: record AgilePlus remote plan transition,historical,.consolidation-work,,git-history
G-1210,git-history,bf58075 ci: update .github/workflows/scorecard.yml,historical,Agentora,,git-history
G-1211,git-history,"bf736aa0 feat(governance): PILLARS-CATALOG.json generator (SpecKitty rubric-as-schema, P2.1)",historical,AgilePlus,,git-history
G-1212,git-history,"bf736aa06 feat(governance): PILLARS-CATALOG.json generator (SpecKitty rubric-as-schema, P2.1)",historical,pheno,,git-history
G-1213,git-history,bf794b71 ci: add .github/workflows/scorecard.yml,historical,AgilePlus-recovered-20260822,,git-history
G-1214,git-history,bf794b71f ci: add .github/workflows/scorecard.yml,historical,pheno,,git-history
G-1215,git-history,bf9955c1b docs(agileplus): close feature 003 after PR 462 merge.,historical,portage,,git-history
G-1216,git-history,"c0097bd docs: add community profile files (CODEOWNERS, dependabot, issue/PR templates, CoC, SECURITY, SUPPORT) (#55)",historical,CivicSurvival-public,,git-history
G-1217,git-history,c02d463e docs(audit): v0.11 task C1 — harbor install investigation,historical,tgt,,git-history
G-1218,git-history,c034e2f REFRACT v0.3.2 audit fixes from M2 mini fresh-install test,historical,turboquant_plus,,git-history
G-1219,git-history,c04eaa70ab fix(ci): restore scorecard job permissions,historical,Tracera,,git-history
G-1220,git-history,c05b48a fix(audit): provide full history to gitleaks,historical,CivicSurvival-public,,git-history
G-1221,git-history,c065ed60 audit: Wave-38 re-score (post #309-#313) (#314),historical,SessionLedger,,git-history
G-1222,git-history,c0bacf4 ci: add .github/workflows/scorecard.yml,historical,nanovms,,git-history
G-1223,git-history,c0e887b docs(retire): record pheno-cargo-template absorbed into HexaKit,historical,PhenoMCPServers,,git-history
G-1224,git-history,c180d40d67 audit: comprehensive scorecard with 155 pillars,historical,Tracera,,git-history
G-1225,git-history,c1ef56fe6 fix(backend): resolve health handler framework and Temporal SDK issues,historical,Grapheon,,git-history
G-1226,git-history,c1fe77e32 feat(mcp): SOTA audit pass 4 — implement 20+ missing MCP server functions,historical,thegent,,git-history
G-1227,git-history,c25ad944 chore(ci): add OpenSSF Scorecard policy,historical,HeliosLab,,git-history
G-1228,git-history,c2f88c3 docs: record AgilePlus full local verification,historical,.consolidation-work,,git-history
G-1229,git-history,c30b7e0 docs(audit): record preserved WIP reconciliation snapshot (#72),historical,ResearchLedger,,git-history
G-1230,git-history,c30d12e4 chore(workflows): standardize to ci/audit/deny/scorecard/release,historical,HeliosLab,,git-history
G-1231,git-history,c337f5a07 fix(ci): fix commitlint ignore and Scorecard permissions,historical,phenotype-tooling-mergify,,git-history
G-1232,git-history,c341989 chore(security): add scorecard + renovate (L2 #35),historical,nanovms,,git-history
G-1233,git-history,c34bc3a ci(sast): add CodeQL workflow for Python SAST (OpenSSF Scorecard),historical,pheno-harness,,git-history
G-1234,git-history,c352d44 docs: record AgilePlus HMAC compiler slice,historical,.consolidation-work,,git-history
G-1235,git-history,c357827 docs(civic): dashboard reflects WP02-A gate + 4/4 public-audit gates,historical,CivicSurvival-public,,git-history
G-1236,git-history,c35aab91 fix(agileplus): address 5 gemini-code-assist bot review comments,historical,PhenoObservability,,git-history
G-1237,git-history,c35aab910 fix(agileplus): address 5 gemini-code-assist bot review comments,historical,thegent,,git-history
G-1238,git-history,c377fc0d docs(governance): SCORECARD Plan 806 reconciliation (post-#812 Plan 804 lock) (#813),historical,sharecli,,git-history
G-1239,git-history,c3781f44 Merge remote-tracking branch 'origin/main' into fix/benchmark-infra-criterion-20260826,historical,AgilePlus-recovered-20260822,,git-history
G-1240,git-history,"c3a1518d chore(registry): wave J — 13-source polyrepo audit, final 8 DELETE-SAFE (2026-09-01)",historical,phenotype-registry,,git-history
G-1241,git-history,c3de20849 fix(harbor): audit fixes — Windows path separator + lazy metadata (tick 62),historical,portage,,git-history
G-1242,git-history,c4089b4 chore(security): add OpenSSF Scorecard workflow (#79),historical,PhenoVCS,,git-history
G-1243,git-history,c441ec7 chore(audit): scaffold ADR directory + record append-only snapshot convention (#21),historical,RepoLedger,,git-history
G-1244,git-history,c449f806 feat(dashboard): wire seed_bridge → agileplus-api HTTP calls (#939),historical,AgilePlus-recovered-20260822,,git-history
G-1245,git-history,c449f806d feat(dashboard): wire seed_bridge → agileplus-api HTTP calls (#939),historical,pheno,,git-history
G-1246,git-history,c45158b chore: add standard PR template (#17),historical,phenoAI,,git-history
G-1247,git-history,"c46f7033c AUDIT-N+29: harden RunRegistry (status machine, concurrency, IO, validation, merge)",historical,thegent,,git-history
G-1248,git-history,c490adb Add OpenSSF Scorecard workflow,historical,PlayCua,,git-history
G-1249,git-history,c4a9128 ci: add .github/workflows/scorecard.yml,historical,PlayCua,,git-history
G-1250,git-history,c5081f1 chore(cliff): adopt shared template + wire adoption check (#60),historical,phenoAI,,git-history
G-1251,git-history,c53a779 ci(pinned-deps): split hash-pinned installs to dedicated lines for scorecard parser,historical,pheno-harness,,git-history
G-1252,git-history,c545f38 ci: add .github/workflows/scorecard.yml,historical,PhenoVCS,,git-history
G-1253,git-history,c56d555 fix(ci): AgilePlus workflow - graceful skip when sibling workspace absent in CI,historical,hwLedger,,git-history
G-1254,git-history,"c57e94f Phase-6: Absorb grade_B36/B42 audit results (Node.js stack confirmation, 7% grade)",historical,nanovms,,git-history
G-1255,git-history,c5912e821 Add AgilePlus methodology spec for trace repo (#279),historical,Grapheon,,git-history
G-1256,git-history,c5a94d4b7 AUDIT-N+40: dormant-core playbooks hardening spec (SOTA pass-24),historical,thegent,,git-history
G-1257,git-history,c5bfa1e1 fix(ci): restore actionable agileplus benchmark gate,historical,AgilePlus-recovered-20260822,,git-history
G-1258,git-history,c5cc447 fix(ci): restore Civic gate on audit branch,historical,CivicSurvival-public,,git-history
G-1259,git-history,c5e857183 fix: support cargo license json in audit checker,historical,phenotype-tooling-mergify,,git-history
G-1260,git-history,c604112 feat(gateway): add structured JSONL audit log for all requests (#91),historical,substrate,,git-history
G-1261,git-history,c60c9da9 fix: cliff template hardcoded commit URL (commit.link needs live API) (#827),historical,PhenoObservability,,git-history
G-1262,git-history,c60c9da9a fix: cliff template hardcoded commit URL (commit.link needs live API) (#827),historical,thegent,,git-history
G-1263,git-history,c62c50d docs(retire): mark Apisync and pheno-cargo-template as DELETED (2026-06-20),historical,PhenoMCPServers,,git-history
G-1264,git-history,c6424f18 fix: install cargo-audit in release gate-check (#824),historical,PhenoObservability,,git-history
G-1265,git-history,c6424f18a fix: install cargo-audit in release gate-check (#824),historical,thegent,,git-history
G-1266,git-history,c68b4f5 ci: add .github/workflows/scorecard.yml,historical,phenotype-python-sdk,,git-history
